Record Number, Time, Temperature (F), Pressure (mbar), Humidity (%), Wind Direction (Degrees), Wind Direction (String), Wind Speed (MPH), Wind Gust (MPH), Precipitation (Inches), Shortwave Radiation (W m^(-2)), Avg. RF Watts (W), Avg. RF Watts Frequency (MHz), Peak RF Watts (W), Frequency of RF Watts Peak (MHz), Peak RF Watts Frequency (MHz), Watts of RF Watts Frequency Peak (W), Avg. RF Density (W m^(-2)), Avg. RF Density Frequency (MHz), Peak RF Density (W m^(-2)), Frequency of RF Density Peak (MHz), Peak RF Density Frequency (MHz), Density of RF Density Frequency Peak (W m^(-2)), Avg. Total Density (W m^(-2)), Max Total Density (W m^(-2)), Avg. EF (V/m), Max EF (V/m), Avg. EMF (mG), Max EMF (mG),Station ID
4331, 2020-07-01 05:18:50.089508,46.9,1012.4,76.4,346, NNW,1.5,6.3,0,0,2.22E-10,721.4,5.01E-10,1840,1863,3.16E-10,5.6338028169E-06,738,0.0001,1840,1863,0,0,0,1995.4,2244.4,0,0,1
4332, 2020-07-01 05:34:01.136592,46.9,1012.4,79.1,318.4, NW,1.1,3.4,0,0,2.389296E-10,705.4,1E-09,1883,1883,1E-09,2.8169014085E-06,687.8,0.0001,1835,1877,0.0001,1.4084507042E-06,0.0001,2003.4,2251.6,0,0,1
4333, 2020-07-01 05:49:12.463889,46.2,1012.6,82.1,342.6, NNW,0.4,1.5,0,0,2.227746E-10,739.2,5.01E-10,1844,1877,3.16E-10,1.4084507042E-06,670.8,0.0001,1844,1877,0,0,0,1998.9,2244.4,0,0,1
4334, 2020-07-01 06:04:22.609387,45.5,1012.5,83.6,315.4, NW,0.2,1.3,0,85,2.941549E-10,791.6,3E-09,1880,1881,1E-09,5.6338028169E-06,757.1,0.0001,1833,1881,0.0001,0,0,2021.1,2244.4,0,0,1
4335, 2020-07-01 06:19:34.326398,45.5,1012.6,84.8,264.5, W,0.1,0.9,0,35,2.733521E-10,790.4,2E-09,1880,1882,3.98E-10,1.2676056338E-05,810.1,0.0002,1880,1880,0.0002,1.4084507042E-06,0.0001,1986.9,2244.4,0,0,1
4336, 2020-07-01 06:34:44.766995,45.3,1012.5,85.1,346.4, NNW,0,0.6,0,5,2.561408E-10,807.4,7.94E-10,1839,1885,5.01E-10,2.8169014085E-06,687.2,0.0001,1844,1860,0,1.4084507042E-06,0.0001,1980,2244.4,0,0,1
4337, 2020-07-01 06:49:55.556548,45.5,1012.7,85.4,310.1, NW,0,0.1,0,25,3.334507E-10,826.8,3E-09,1879,1884,1E-09,1.69014084507E-05,809,0.0003,1879,1884,0.0001,0,0,2002.2,2244.4,0,0,1
4338, 2020-07-01 07:05:07.588329,46.8,1012.5,81.3,316.2, NW,1.2,3.4,0,25,2.346338E-10,722,1E-09,1831,1859,5.01E-10,4.2253521127E-06,705.5,0.0001,1831,1884,0.0001,2.8169014085E-06,0.0002,2009.1,2244.4,0,0,1
4339, 2020-07-01 07:20:19.634156,47.7,1012.8,81.3,345.5, NNW,1.1,5.4,0,40,2.349859E-10,739.5,7.94E-10,1842,1877,2.51E-10,4.2253521127E-06,722.5,0.0001,1847,1877,0,0,0,1968,2244.4,0,0,1
4340, 2020-07-01 07:35:31.602583,47.7,1013.1,82.2,355.9, NNW,0.8,2.2,0,10,2.290141E-10,721.3,7.94E-10,1837,1854,3.16E-10,4.2253521127E-06,720.9,0.0001,1834,1851,0.0001,0,0,1981.1,2251.6,0,0,1
4341, 2020-07-01 07:50:44.298376,48.4,1012.9,81.7,358.2, NNW,0.5,1.9,0,70,2.839859E-10,807.5,2E-09,1834,1881,5.01E-10,9.8591549296E-06,807.8,0.0001,1880,1880,0.0001,0,0,1973.7,2251.6,0,0,1
4342, 2020-07-01 08:05:55.892837,49.8,1012.8,80.9,335.1, NNW,0.1,1,0,85,2.259014E-10,722.7,6.31E-10,1880,1880,3.98E-10,2.8169014085E-06,722.7,0.0001,1880,1880,0,1.4084507042E-06,0.0001,2017.6,2251.6,0,0,1
4343, 2020-07-01 08:21:07.581838,50.9,1012.9,80.4,308.6, NW,0,0,0,145,2.177042E-10,687.5,3.98E-10,1839,1877,3.98E-10,1.4084507042E-06,704.5,0.0001,1852,1877,0,0,0,1999.4,2261.2,0,0,1
4344, 2020-07-01 08:36:19.075016,50.9,1013.1,80.1,312.8, NW,0.1,1,0,275,2.78493E-10,722.6,3E-09,1880,1885,6.31E-10,8.4507042254E-06,722.6,0.0003,1880,1885,0.0001,5.6338028169E-06,0.0001,2024.7,2248,0,0,1
4345, 2020-07-01 08:51:29.496878,54.9,1013.1,74,330.3, NNW,0.6,2.2,0,180,2.644789E-10,755.7,1E-09,1832,1879,1E-09,5.6338028169E-06,721.9,0.0001,1832,1879,0.0001,2.8169014085E-06,0.0001,2011.1,2263.6,0,0,1
4346, 2020-07-01 09:06:40.666208,55.6,1013,69.7,4.7, N,1,3,0,90,2.207183E-10,687.4,5.01E-10,1833,1867,2.51E-10,1.4084507042E-06,705.6,0.0001,1884,1886,0,4.2253521127E-06,0.0001,2022.1,2263.6,0.1,0.3,1
4347, 2020-07-01 09:21:51.946653,56.5,1012.9,68.3,279, W,0.9,3.1,0,220,2.926479E-10,722.5,5E-09,1879,1884,7.94E-10,8.4507042254E-06,721.9,0.0005,1879,1884,0.0001,0,0,2041.5,2270.8,0.2,0.5,1
4348, 2020-07-01 09:37:02.364755,57,1012.9,67.1,274.4, W,0.6,2.1,0,125,2.154507E-10,688.2,6.31E-10,1884,1884,6.31E-10,2.8169014085E-06,705.8,0.0001,1885,1885,0.0001,1.4084507042E-06,0.0001,2005.1,2263.6,0.2,0.5,1
4349, 2020-07-01 09:52:13.211708,58.1,1012.9,65.4,309.2, NW,0.7,3.1,0,40,2.17338E-10,653.5,5.01E-10,1881,1881,5.01E-10,1.4084507042E-06,653.5,0.0001,1881,1881,0.0001,4.2253521127E-06,0.0001,2036.3,2263.6,0.2,0.3,1
4350, 2020-07-01 10:07:23.524892,59,1012.8,66.4,340.8, NNW,0.8,2.8,0,115,2.249155E-10,721.7,7.94E-10,1884,1884,7.94E-10,0,670.5,0,636,1877,0,0,0,2006.8,2263.6,0.2,0.5,1
4351, 2020-07-01 10:22:34.370061,59.4,1012.7,64.6,273.9, W,0.7,2.5,0,60,4.447042E-10,704.9,1.6E-08,1880,1880,1.6E-08,2.53521126761E-05,704.9,0.0016,1880,1880,0.0016,2.8169014085E-06,0.0001,2024.2,2263.6,0.2,0.5,1
4352, 2020-07-01 10:37:45.992808,60.3,1012.7,60.2,347.6, NNW,1.2,3.7,0,460,2.201831E-10,721.5,3.98E-10,1884,1884,3.98E-10,0,670.6,0,636,1884,0,1.12676056338E-05,0.0004,2032.4,2264.8,0.3,0.6,1
4353, 2020-07-01 10:52:56.916217,61.9,1012.6,61.4,305.7, NW,0.5,2.1,0,125,2.46831E-10,757,1E-09,1833,1884,3.98E-10,4.2253521127E-06,739.5,0.0001,1833,1884,0,5.6338028169E-06,0.0001,2018.6,2263.6,0.3,0.6,1
4354, 2020-07-01 11:08:08.390538,62.2,1012.4,60.8,290.5, WNW,0.6,2.2,0,110,2.249859E-10,671,7.94E-10,1877,1878,5.01E-10,5.6338028169E-06,706.1,0.0001,1877,1883,0.0001,0,0,2057.6,2263.6,0.4,0.6,1
4355, 2020-07-01 11:23:19.072680,63,1012.4,58.2,296.6, WNW,0.9,1.9,0,215,2.166197E-10,670.6,6.31E-10,1849,1881,3.16E-10,0,636,0,636,636,0,0,0,2057.8,2270.8,0.6,0.7,1
4356, 2020-07-01 11:38:30.808276,64.4,1012.4,56.9,295.6, WNW,0.6,3.3,0,195,2.31507E-10,740,6.31E-10,1847,1884,6.31E-10,2.8169014085E-06,705.6,0.0001,1847,1884,0.0001,2.8169014085E-06,0.0001,2035.5,2280.4,0.6,0.7,1
4357, 2020-07-01 11:53:42.032407,65.8,1012.4,55,326.7, NNW,0.9,2.8,0,205,2.302958E-10,761.6,6.31E-10,1848,1886,2.51E-10,2.8169014085E-06,757,0.0001,1834,1886,0,0,0,2008.5,2280.4,0.7,0.9,1
4358, 2020-07-01 12:08:53.255632,66.6,1012.2,55.1,301.2, WNW,0.8,2.4,0,155,2.104085E-10,687.4,5.01E-10,1845,1880,2.51E-10,1.4084507042E-06,687.4,0.0001,1845,1880,0,0,0,2012.6,2282.8,0.8,1,1
4359, 2020-07-01 12:24:04.890500,68.4,1012.1,53.4,353.8, NNW,1.1,2.5,0,220,2.092254E-10,671,6.31E-10,1880,1880,3.16E-10,2.8169014085E-06,705.3,0.0001,1847,1881,0,0,0,2024.4,2275.6,0.9,1,1
4360, 2020-07-01 12:39:16.094788,70.3,1012.1,52.5,297.3, WNW,0.5,1.9,0,145,2.475634E-10,705.1,2E-09,1880,1880,1E-09,1.4084507042E-06,670.4,0.0001,1878,1878,0.0001,1.4084507042E-06,0.0001,2039.9,2280.4,0.9,1.1,1
4361, 2020-07-01 12:54:27.668623,73.8,1011.9,45.4,282.3, WNW,0.7,2.2,0,310,2.061972E-10,670.2,6.31E-10,1832,1869,2.51E-10,1.4084507042E-06,670.2,0.0001,1832,1869,0,4.2253521127E-06,0.0001,2000.7,2282.8,1,1.3,1
4362, 2020-07-01 13:09:38.747630,78.3,1011.8,39.2,277.4, W,0.7,2.7,0,1090,2.131549E-10,704.7,1E-09,1880,1880,1E-09,0,687.2,0,636,1873,0,1.97183098592E-05,0.0007,1990.7,2280.4,1.2,1.4,1
4363, 2020-07-01 13:24:50.180626,81.1,1011.6,32.2,240.1, WSW,1.3,2.5,0,1075,1.97E-10,652.9,2.51E-10,636,1836,2.51E-10,0,652.9,0,636,1836,0,0.000253521126761,0.0008,2030.3,2290,1.5,1.8,1
4364, 2020-07-01 13:40:01.251708,82.9,1011.4,29.1,233.8, SW,1.9,3.7,0,1065,1.851268E-10,671,2.51E-10,636,1880,2.51E-10,0,636,0,636,636,0,1.2676056338E-05,0.0007,2062.3,2299.6,1.8,2,1
4365, 2020-07-01 13:55:13.410123,84.2,1011.3,27.5,225.6, SW,2.1,4.5,0,1050,1.805775E-10,685.9,1E-09,1884,1884,1E-09,4.2253521127E-06,719.6,0.0001,1880,1884,0.0001,0.000198591549296,0.0007,2002.3,2299.6,2.1,2.3,1
4366, 2020-07-01 14:10:25.294483,86,1011.3,26,242.7, WSW,1.5,3.7,0,1035,1.934366E-10,684.9,2E-09,1884,1886,3.16E-10,2.8169014085E-06,685.9,0.0002,1884,1886,0,0.000201408450704,0.0007,2015.8,2302,2.2,2.4,1
4367, 2020-07-01 14:25:37.450125,86.9,1011.2,22,234.4, SW,1.4,3.1,0,1035,1.74493E-10,805.7,5.01E-10,1880,1880,2E-10,2.8169014085E-06,807.3,0.0001,1880,1880,0,0.00010985915493,0.0007,2019.8,2309.2,2.3,2.5,1
4368, 2020-07-01 14:40:49.892847,86.9,1011.3,21.4,244.3, WSW,1.8,4.9,0,980,1.688169E-10,702.9,7.94E-10,1882,1886,3.98E-10,0,690.2,0,636,1886,0,0.00026338028169,0.0006,2054.1,2309.2,2.5,2.6,1
4369, 2020-07-01 14:56:02.241464,87.3,1011.2,21.2,235, SW,1.9,4.8,0,980,1.577887E-10,715.7,1E-09,1880,1880,1E-09,1.4084507042E-06,682.9,0.0001,1879,1884,0,8.16901408451E-05,0.0006,2022.9,2302,2.5,2.7,1
4370, 2020-07-01 15:11:14.043122,88,1011,19.6,239.6, WSW,1.2,3.7,0,1025,1.496338E-10,681,6.31E-10,1878,1878,6.31E-10,2.8169014085E-06,767.9,0.0001,1878,1882,0.0001,1.4084507042E-06,0.0001,2002.5,2300.8,2.6,2.8,1
4371, 2020-07-01 15:26:26.479427,82.8,1010.9,22.7,255.1, WSW,1.3,3.7,0,585,1.43E-10,679.1,3.98E-10,1878,1878,3.98E-10,0,714.5,0,612,1879,0,1.4084507042E-06,0.0001,2042.4,2306.8,2.6,2.7,1
4372, 2020-07-01 15:41:38.224186,78.6,1010.7,27.1,237.7, WSW,1.2,3.6,0,140,1.367042E-10,625.9,2.51E-10,636,636,1.58E-10,0,627.2,0,636,636,0,0,0,2044.1,2302,2.5,2.6,1
4373, 2020-07-01 15:56:50.833332,76.3,1010.5,26.6,232.2, SW,1.4,2.8,0,120,1.614085E-10,681.7,6.31E-10,1877,1879,6.31E-10,1.4084507042E-06,717.8,0.0001,1877,1887,0,2.8169014085E-06,0.0001,2014.3,2302,2.4,2.5,1
4374, 2020-07-01 16:12:02.893342,75.2,1010.2,28.1,239.3, WSW,1,2.5,0,70,1.703662E-10,701.6,5.01E-10,1881,1881,2.51E-10,0,632.2,0,636,636,0,0,0,2029.5,2304.4,2.2,2.3,1
4375, 2020-07-01 16:27:14.903074,74.7,1009.9,29,256.7, WSW,1,2.8,0,115,1.750141E-10,687.1,3.98E-10,1846,1886,2E-10,0,739.2,0,636,1886,0,0,0,2022.3,2299.6,2,2.1,1
4376, 2020-07-01 16:42:27.122132,75.6,1009.8,27.2,249.2, WSW,1,3.1,0,120,2.085775E-10,773.6,7.94E-10,1883,1886,3.16E-10,5.6338028169E-06,756,0.0001,1884,1886,0,1.4084507042E-06,0.0001,2000.1,2299.6,1.9,2,1
4377, 2020-07-01 16:57:39.089419,76.1,1009.5,26.7,253.9, WSW,0.9,3.3,0,125,1.828732E-10,703.9,6.31E-10,1878,1879,3.98E-10,1.4084507042E-06,685.6,0.0001,1831,1876,0,0,0,2016,2299.6,1.9,2,1
4378, 2020-07-01 17:12:51.402674,77,1009.2,25.2,289, WNW,0.8,2.7,0,65,1.832676E-10,686.9,5.01E-10,1832,1883,3.98E-10,4.2253521127E-06,791.2,0.0001,1885,1885,0.0001,0,0,2046.3,2292.4,1.9,2.1,1
4379, 2020-07-01 17:28:03.289501,77.2,1009.1,26.4,263.4, W,1,3.1,0,150,2.056056E-10,703.8,1E-09,1884,1884,1E-09,2.8169014085E-06,687.2,0.0001,1884,1884,0.0001,0,0,2052.4,2299.6,1.9,2,1
4380, 2020-07-01 17:43:14.965008,77.9,1008.8,23.5,248.4, WSW,1,3.3,0,80,2.012535E-10,757.5,6.31E-10,1881,1881,5.01E-10,4.2253521127E-06,757,0.0001,1881,1881,0.0001,0,0,2015.7,2299.6,1.9,2,1
4381, 2020-07-01 17:58:27.052710,77.5,1008.7,23.6,225.2, SW,1.3,3.7,0,145,1.840845E-10,686,6.31E-10,1833,1847,3.16E-10,2.8169014085E-06,703.2,0.0001,1833,1847,0,0,0,2029.5,2302,1.9,2.1,1
4382, 2020-07-01 18:13:38.786653,78.6,1008.4,23.7,251.3, WSW,1,2.8,0,135,2.009296E-10,723,7.94E-10,1881,1882,2E-10,3.66197183099E-05,792.6,0.002,1880,1887,0.0001,0,0,2001.6,2290,1.9,2.1,1
4383, 2020-07-01 18:28:50.552445,78.3,1008.4,27.1,234.6, SW,0.4,1.8,0,45,1.753521E-10,686.5,3.98E-10,1875,1875,2.51E-10,0,704.4,0,636,1879,0,0,0,2005.7,2299.6,1.9,2,1
4384, 2020-07-01 18:44:02.607587,77.4,1008.2,27.8,309.9, NW,0.5,1.9,0,0,1.889577E-10,704.8,5.01E-10,1886,1887,5.01E-10,2.11267605634E-05,793.1,0.0008,1880,1887,0.0001,1.4084507042E-06,0.0001,2051.6,2299.6,1.9,2,1
4385, 2020-07-01 18:59:14.172055,75.6,1008.2,26.5,318, NW,0.4,3,0,65,1.981972E-10,757.1,7.94E-10,1884,1886,3.16E-10,4.2253521127E-06,757.1,0.0001,1833,1886,0,0,0,2019.2,2290,1.9,2,1
4386, 2020-07-01 19:14:26.200964,74.5,1008.2,29.4,307.2, NW,0.1,1.9,0,85,2.022817E-10,705.7,7.94E-10,1885,1886,5.01E-10,8.4507042254E-06,808.1,0.0001,1833,1886,0.0001,0,0,2036.5,2282.8,1.8,1.9,1
4387, 2020-07-01 19:29:37.683260,73.6,1008.1,32.1,331.9, NNW,0.7,3.4,0,30,2.19831E-10,706,1E-09,1882,1882,1E-09,4.2253521127E-06,722.5,0.0001,1883,1883,0.0001,0,0,2017,2290,1.7,1.8,1
4388, 2020-07-01 19:44:49.880429,72.5,1008.1,35.1,347.7, NNW,0.8,3.7,0,35,2.099296E-10,794.7,7.94E-10,1885,1887,2.51E-10,4.2253521127E-06,843.3,0.0001,1881,1887,0,1.4084507042E-06,0.0001,2014.8,2280.4,1.6,1.8,1
4389, 2020-07-01 20:00:02.225798,71.2,1008,36.9,342.8, NNW,0.6,2.1,0,25,2.192676E-10,670.5,2E-09,1880,1880,2E-09,4.2253521127E-06,670.5,0.0002,1880,1880,0.0002,1.4084507042E-06,0.0001,2012.4,2282.8,1.5,1.6,1
4390, 2020-07-01 20:15:14.153290,69.8,1008,37.8,354.6, NNW,0.2,1.8,0,0,2.174507E-10,757.5,7.94E-10,1884,1885,6.31E-10,4.2253521127E-06,738.2,0.0001,1834,1875,0.0001,1.4084507042E-06,0.0001,1957.1,2263.6,1.3,1.5,1
4391, 2020-07-01 20:30:25.315363,68.9,1008.1,39.2,348.3, NNW,0.5,1.5,0,0,2.275352E-10,757.2,1E-09,1830,1884,5.01E-10,1.12676056338E-05,826.8,0.0001,1830,1884,0.0001,0,0,1987.3,2280.4,1.2,1.5,1
4392, 2020-07-01 20:45:36.229642,66.9,1008,39.8,327.5, NNW,0,0.4,0,0,2.135775E-10,721.6,5.01E-10,1859,1879,3.98E-10,4.2253521127E-06,687.7,0.0002,1880,1880,0.0002,1.4084507042E-06,0.0001,2021.2,2263.6,1.1,1.3,1
4393, 2020-07-01 21:00:48.614421,67.3,1008,35.4,332.3, NNW,0.5,2.1,0,0,2.577465E-10,824.9,1E-09,1837,1883,5.01E-10,1.12676056338E-05,825.4,0.0001,1830,1883,0.0001,0,0,1999.1,2263.6,1,1.2,1
4394, 2020-07-01 21:16:00.229197,65.7,1008.2,42,289.7, WNW,0,0.6,0,0,2.188169E-10,687.6,1E-09,1833,1882,6.31E-10,2.8169014085E-06,670.8,0.0001,1857,1884,0.0001,4.2253521127E-06,0.0001,2014.6,2263.6,0.9,1.1,1
4395, 2020-07-01 21:31:11.052409,64.4,1008.3,51.3,275.9, W,0.1,0.9,0,0,2.62831E-10,756.9,3E-09,1880,1886,5.01E-10,8.4507042254E-06,756.5,0.0001,1861,1880,0.0001,1.4084507042E-06,0.0001,1998.6,2263.6,0.8,1,1
4396, 2020-07-01 21:46:22.325695,62.8,1008.5,55.6,273.5, W,0,0,0,0,2.516056E-10,670.4,3E-09,1880,1880,3E-09,2.53521126761E-05,740.1,0.001,1880,1881,0,0,0,1970.5,2244.4,0.7,0.9,1
4397, 2020-07-01 22:01:33.098197,61.9,1008.6,58.1,274.1, W,0,0,0,20,2.657183E-10,826.6,1E-09,1879,1886,5.01E-10,8.4507042254E-06,774.6,0.0001,1849,1886,0.0001,1.4084507042E-06,0.0001,1979.2,2243.2,0.6,0.8,1
4398, 2020-07-01 22:16:44.587742,60.8,1008.9,60.7,274.1, W,0,0,0,0,2.204648E-10,688.5,6.31E-10,1876,1887,5.01E-10,5.6338028169E-06,723.2,0.0001,1876,1887,0.0001,2.8169014085E-06,0.0001,1973.8,2244.4,0.6,0.8,1
4399, 2020-07-01 22:31:55.747424,60.6,1009.2,59.1,334.3, NNW,0.1,0.9,0,0,3.002958E-10,774.1,3E-09,1880,1882,5.01E-10,1.12676056338E-05,774.1,0.0003,1880,1882,0.0001,0,0,1949.8,2244.4,0.5,0.7,1
4400, 2020-07-01 22:47:05.968912,60.1,1009.3,58.2,306.2, NW,0,0.1,0,0,2.754648E-10,774.5,3E-09,1880,1882,3.98E-10,1.97183098592E-05,843.7,0.0003,1881,1882,0,1.4084507042E-06,0.0001,1978.8,2233.6,0.4,0.6,1
4401, 2020-07-01 23:02:16.993259,58.8,1009.4,59.1,310.1, NW,0,1,0,5,2.428592E-10,740.2,7.94E-10,1881,1881,7.94E-10,7.0422535211E-06,739.7,0.0001,1858,1881,0.0001,1.4084507042E-06,0.0001,1963.1,2225.2,0.3,0.5,1
4402, 2020-07-01 23:17:27.733663,58.1,1009.5,63.3,271.7, W,0.2,1.3,0,40,2.781408E-10,808.9,1E-09,1851,1886,1E-09,1.2676056338E-05,843.1,0.0002,1877,1886,0.0001,2.8169014085E-06,0.0001,1975.2,2225.2,0.2,0.5,1
4403, 2020-07-01 23:32:38.796954,57.4,1009.7,65.6,274.1, W,0,0.1,0,20,2.97493E-10,687.8,5E-09,1881,1881,5E-09,1.40845070423E-05,790.5,0.0005,1881,1884,0.0001,4.2253521127E-06,0.0002,1943.4,2206,0.1,0.5,1
4404, 2020-07-01 23:47:49.652260,56.8,1009.8,66.6,273.5, W,0,0,0,5,3.446338E-10,723.3,6E-09,1880,1884,1E-09,1.97183098592E-05,792.2,0.0006,1880,1886,0.0001,8.4507042254E-06,0.0002,1942.8,2184.4,0.1,0.2,1
4405, 2020-07-02 00:03:00.149619,56.3,1009.9,66.2,274.7, W,0,0.4,0,0,2.947887E-10,825.8,1E-09,1837,1884,7.94E-10,1.2676056338E-05,790.8,0.0001,1839,1884,0.0001,2.8169014085E-06,0.0001,1922.3,2195.2,0,0.1,1
4406, 2020-07-02 00:18:11.576769,55.8,1009.9,64.6,292, WNW,0,0.1,0,0,2.52169E-10,739.7,1E-09,1871,1883,7.94E-10,4.2253521127E-06,722.9,0.0001,1883,1883,0.0001,2.8169014085E-06,0.0001,1909.9,2185.6,0,0.1,1
4407, 2020-07-02 00:33:22.291169,55.2,1010.1,64.5,234.8, SW,0.1,0.4,0,0,2.712254E-10,740.6,1E-09,1884,1884,1E-09,1.12676056338E-05,757.9,0.0002,1880,1881,0.0001,1.4084507042E-06,0.0001,1911.2,2203.6,0,0.1,1
4408, 2020-07-02 00:48:33.466613,54.9,1010.1,64.9,284.7, WNW,0,0,0,0,2.276479E-10,687.3,6.31E-10,1875,1875,6.31E-10,5.6338028169E-06,704.2,0.0001,1846,1875,0.0001,0,0,1883.6,2167.6,0,0.2,1
4409, 2020-07-02 01:03:44.537516,55,1010.2,64.5,309.2, NW,0,0,0,0,2.897887E-10,756.3,2E-09,1884,1884,2E-09,1.2676056338E-05,774.5,0.0002,1884,1884,0.0002,2.8169014085E-06,0.0002,1886.7,2194,0,0,1
4410, 2020-07-02 01:18:54.729661,55.2,1010.3,64.7,312, NW,0,0,0,0,2.573521E-10,704.8,2E-09,1882,1882,2E-09,7.0422535211E-06,705,0.0002,1882,1882,0.0002,0,0,1880.3,2186.8,0,0,1
4411, 2020-07-02 01:34:07.004882,55,1010.6,64.9,310.7, NW,0,0,0,0,3.180845E-10,774.9,4E-09,1880,1884,1E-09,4.2253521127E-06,774.2,0.0001,1881,1881,0.0001,1.4084507042E-06,0.0001,1862.7,2185.6,0,0,1
4412, 2020-07-02 01:49:18.569414,54.9,1010.5,65.1,316.3, NW,0,0,0,25,2.417183E-10,722.6,1E-09,1886,1886,1E-09,9.8591549296E-06,791.5,0.0001,1839,1886,0.0001,0,0,1891.7,2167.6,0,0.1,1
4413, 2020-07-02 02:04:29.973381,54.1,1010.7,65.8,311.9, NW,0,0,0,75,3.8E-10,740.1,4E-09,1880,1881,4E-09,1.83098591549E-05,740.1,0.0004,1880,1881,0.0004,5.6338028169E-06,0.0003,1899.2,2185.6,0,0,1
4414, 2020-07-02 02:19:41.028293,53.6,1010.6,67.1,312.9, NW,0,0,0,0,2.427183E-10,740,1E-09,1851,1879,3.16E-10,7.0422535211E-06,775.2,0.0001,1886,1886,0.0001,0,0,1841.1,2110,0,0,1
4415, 2020-07-02 02:34:51.539515,53.4,1010.9,67.1,310.9, NW,0,0,0,10,2.267324E-10,670.2,3.98E-10,1836,1838,3.16E-10,4.2253521127E-06,687.6,0.0002,1880,1880,0.0002,2.8169014085E-06,0.0001,1884.6,2167.6,0,0,1
4416, 2020-07-02 02:50:02.943355,53.1,1011.1,68.6,315.5, NW,0,0,0,0,2.452394E-10,705.5,1E-09,1874,1878,1E-09,7.0422535211E-06,740,0.0001,1845,1878,0.0001,2.8169014085E-06,0.0001,1865,2158,0,0,1
4417, 2020-07-02 03:05:12.817821,52.5,1011.3,70.6,314.7, NW,0,0.1,0,0,2.618451E-10,756.5,1E-09,1872,1886,6.31E-10,1.40845070423E-05,807.9,0.0001,1853,1886,0.0001,0,0,1833.8,2110,0,0,1
4418, 2020-07-02 03:20:23.759450,52,1011.5,70.9,329.2, NNW,0.1,1.6,0,0,3.320704E-10,757.4,4E-09,1888,1888,4E-09,9.8591549296E-06,757,0.0002,1882,1882,0.0002,1.4084507042E-06,0.0001,1860.8,2130.4,0,0,1
4419, 2020-07-02 03:35:35.428317,51.1,1011.5,72.4,312, NW,0,0,0,0,2.709014E-10,756.9,1E-09,1877,1882,7.94E-10,1.12676056338E-05,775.1,0.0001,1837,1886,0.0001,2.8169014085E-06,0.0001,1839.4,2136.4,0,0,1
4420, 2020-07-02 03:50:45.695391,50.7,1011.7,72.3,312.2, NW,0,0,0,20,3.482535E-10,792.1,4E-09,1888,1888,4E-09,1.2676056338E-05,740.1,0.0004,1888,1888,0.0004,1.4084507042E-06,0.0001,1827.9,2107.6,0,0,1
4421, 2020-07-02 04:05:56.590799,50.5,1011.8,73.2,311.4, NW,0,0,0,20,2.726197E-10,688.3,2E-09,1885,1885,2E-09,9.8591549296E-06,722.9,0.0002,1885,1885,0.0002,4.2253521127E-06,0.0002,1817.1,2165.2,0,0,1
4422, 2020-07-02 04:21:07.935730,50.2,1012,72.5,311.7, NW,0,0,0,0,3.296901E-10,723.7,6E-09,1880,1885,7.94E-10,1.54929577465E-05,758.1,0.0006,1880,1885,0.0001,1.4084507042E-06,0.0001,1824.4,2107.6,0,0,1
4423, 2020-07-02 04:36:19.357705,49.8,1012.1,72.6,311.1, NW,0,0,0,0,2.56169E-10,757.5,1E-09,1875,1881,7.94E-10,7.0422535211E-06,775.1,0.0001,1881,1882,0,0,0,1839,2129.2,0,0,1
4424, 2020-07-02 04:51:30.992877,49.6,1012.2,73.4,315, NW,0,0,0,0,2.980141E-10,775.1,2E-09,1854,1887,2.51E-10,1.12676056338E-05,809.1,0.0001,1842,1888,0.0001,0,0,1829.1,2071.6,0,0,1
4425, 2020-07-02 05:06:42.008403,49.5,1012.5,73.6,317.3, NW,0,0,0,0,2.501268E-10,721.4,1E-09,1842,1875,1E-09,1.2676056338E-05,789.1,0.0001,1830,1875,0.0001,2.8169014085E-06,0.0001,1795.6,2090.8,0,0,1
4426, 2020-07-02 05:21:53.251586,49.3,1012.7,74.1,337, NNW,0,0,0,20,2.441972E-10,705.2,1E-09,1835,1877,6.31E-10,8.4507042254E-06,740.9,0.0001,1874,1887,0.0001,2.8169014085E-06,0.0001,1840.6,2126.8,0,0,1
4427, 2020-07-02 05:37:04.968206,49.1,1013,75.1,321.6, NW,0,0,0,0,2.960563E-10,809.4,2E-09,1880,1888,7.94E-10,1.12676056338E-05,809,0.0002,1880,1888,0.0001,0,0,1832.5,2108.8,0,0,1
4428, 2020-07-02 05:52:17.043920,48.9,1013,76.5,282.7, WNW,0.1,1.3,0,0,2.674648E-10,722.2,2E-09,1884,1884,2E-09,5.6338028169E-06,704.9,0.0001,1833,1880,0.0001,1.4084507042E-06,0.0001,1826.8,2110,0,0,1
4429, 2020-07-02 06:07:28.267021,48.9,1013.2,77.1,235.4, SW,0,0,0,0,3.071268E-10,773.3,3E-09,1880,1880,3E-09,9.8591549296E-06,756.3,0.0001,1836,1864,0.0001,2.8169014085E-06,0.0001,1864.5,2129.2,0,0,1
4430, 2020-07-02 06:22:39.402518,48.9,1013.3,77.5,318, NW,0,0,0,5,2.886901E-10,797.9,1E-09,1880,1884,1E-09,1.12676056338E-05,779.6,0.0001,1880,1880,0.0001,5.6338028169E-06,0.0002,1852,2129.2,0,0,1
